# Glacier state and evolution data; Giétro; 37
#   name; date; volume; area; length; h_max; h_min; dV; dh_mean; dl
#
1934  1934-09-01  NaN   5.975363  NaN  3847.7  2487.3    0.000000    0.00  NaN
1971  1971-08-10  NaN   5.651926  NaN  3781.9  2503.3    0.000431    0.07  NaN
1985  1985-09-27  NaN   5.684992  NaN  3769.6  2489.4   -0.026121   -4.55  NaN
1997  1997-09-15  NaN   5.704999  NaN  3817.0  2528.3   -0.021610   -3.65  NaN
2003  2003-08-02  NaN   5.548644  NaN  3814.2  2538.6   -0.020925   -3.65  NaN
2008  2008-08-29  NaN   5.469351  NaN  3823.5  2614.8   -0.023846   -4.19  NaN
2013  2013-08-21  NaN   5.350174  NaN  3822.1  2705.8   -0.027818   -5.03  NaN
