gid,pk,pk_vaw,pk_sgi,name_full,name_short
1,7f6f33a1-4ec8-11e8-88b8-985fd331b2ee,65,A55f-03,Glacier de la Plaine Morte,plainemorte
2,df08f88e-7a05-11ec-90d6-0242ac120003,NULL,A10f-03,Chalbertälligletscher,
3,667c6fda-e4b9-4dee-8159-a653bf089f44,NULL,B40-14,Vorderes Galmhorn N,
4,59d74d6b-88e0-4040-b6c2-e92a58969e50,NULL,A51d-12,Stockfirn W,
5,df08f9d8-7a05-11ec-90d6-0242ac120003,NULL,A10f-04,Chessler,
6,d3687522-db9a-4f6e-9063-c11d309df642,NULL,E45-13,Piz Murterchömbel,
7,df08fb40-7a05-11ec-90d6-0242ac120003,NULL,A10g-10,Wintertällichöpf,
8,71d9f22a-f32a-4de9-90c8-22d0ed987415,NULL,E56-05,Piz Vadret,
9,108ca8db-4a06-426c-8f4f-062959720a9c,NULL,B44-36,Sidelengletscher W (VS),
10,09baea33-8224-4e60-a3ac-ab626aa585f6,NULL,A50h-19,Piz Segnas,
11,d8336018-6463-4cbc-8058-eea9f2c01b82,NULL,A12e-17,Vadret da Porchabella NW,
12,15ae1ec4-fca8-4307-987e-7b85870ba716,NULL,A50i-41,Glarner Tödi,
13,b5ac0c5f-a628-412a-ac1e-a3cd22481314,NULL,A51c-14,Oberfirenband,
14,df08fc58-7a05-11ec-90d6-0242ac120003,NULL,A10g-16,Hinteres Plattenhorn,
15,7135c9fe-4819-4011-a508-0f95e7fdfb6d,NULL,A50h-20,Ober Maad,
16,8177fbee-4ec8-11e8-bf58-985fd331b2ee,NULL,A14g-02,Glatscher da Medel,medel
17,817a45e1-4ec8-11e8-ba5c-985fd331b2ee,280,A14g-16,Glatscher da Plattas / Glatscher da Medel,medel
18,ebb65cf3-95dc-4298-a340-89e38d3f1515,NULL,A50i-14,Hintersulzhoren,
19,85fd1663-6782-4a1b-9b34-075db91dc1d4,NULL,A51e-57,Wilden Matten,
20,80035d4f-4ec8-11e8-bff9-985fd331b2ee,385,B55-15,Alphubelgletscher N,alphubelnord
21,7ebfa8e0-9734-47a2-9137-c41823cc7a73,NULL,A51f-58,Rossmettlengrat,
22,f5669d88-75b4-4561-8804-ea04379e18fc,NULL,A51f-81,Schattmigstock,
23,1eb9fcdd-a1f4-49a0-b5c5-6190b640de74,NULL,A51h-12,Hasenstöck,
24,00a61268-4eb4-4435-9552-b04e13abcd49,NULL,A51h-32,Vorder Schloss,
25,df090072-7a05-11ec-90d6-0242ac120003,NULL,A10g-19,Jöriflüelafurgga,
26,62d7dfc8-4d8a-11ee-be56-0242ac120002,NULL,A51f-51,Chuefadfirn,
27,80c32ade-4ec8-11e8-a096-985fd331b2ee,NULL,B46-04,Strahlgrät,
28,812ff670-4ec8-11e8-b06f-985fd331b2ee,NULL,A51g-18,Schlossberggletscher,
29,81193a21-4ec8-11e8-9e2b-985fd331b2ee,NULL,A51h-04,Firenband (NW),
30,e34f5028-7a05-11ec-90d6-0242ac120003,NULL,B23-05,Le Pucé,
31,80e42061-4ec8-11e8-ad7c-985fd331b2ee,NULL,A51h-17,Jochgletscher E,
32,80f81d91-4ec8-11e8-812d-985fd331b2ee,NULL,A51h-25,Galtiberggletscher N,
33,80f97d1e-4ec8-11e8-96bf-985fd331b2ee,NULL,A54e-09,Obertalgletscher W,
34,80e09df0-4ec8-11e8-8658-985fd331b2ee,NULL,A54e-14,Giglistock,
35,80e1fd80-4ec8-11e8-8ae5-985fd331b2ee,NULL,A54e-20,Mittler Tierberg,
36,80d04a40-4ec8-11e8-9ab1-985fd331b2ee,NULL,A54e-25,Schafegg S,
37,80d6b2de-4ec8-11e8-a9e7-985fd331b2ee,NULL,A54f-09,Gelmergletscher N,
38,80d9e72e-4ec8-11e8-8c0d-985fd331b2ee,NULL,A54e-17,Hinder Gadenlauiegg,
39,80b10270-4ec8-11e8-b47d-985fd331b2ee,NULL,A54g-06,Vorder Tierberg  (Guttannen),
40,80bff68f-4ec8-11e8-9725-985fd331b2ee,NULL,A54g-24,Brandlamm-Licken,
41,817d0500-4ec8-11e8-af4a-985fd331b2ee,283,A14l-22,Glatscher da Gliems,gliems
42,82106b5e-4ec8-11e8-a8f3-985fd331b2ee,307,A10g-02,Seegletscher,see
43,81c7064f-4ec8-11e8-9102-985fd331b2ee,301,A13b-03,Glatscher da Sut Fuina,sutfuina
44,820595f0-4ec8-11e8-a6b3-985fd331b2ee,148,A10g-18,Jörigletscher,joeri
45,8214b121-4ec8-11e8-b161-985fd331b2ee,89,A10g-08,Verstanclagletscher,verstankla
46,81ab40f0-4ec8-11e8-9409-985fd331b2ee,143,A13n-04,Zapportgletscher,zapport
47,80bd858f-4ec8-11e8-802e-985fd331b2ee,NULL,A54g-69,Brandlammhorn,
48,80bdfac0-4ec8-11e8-8c5a-985fd331b2ee,NULL,A54h-03,Chlyne Diamantstock,
49,80bb148f-4ec8-11e8-a606-985fd331b2ee,NULL,A54h-10,Ärlengletscher S,
50,bb1decf8-74a9-11ea-bc55-0242ac130003,NULL,A54h-12,Ärlengletscher N,
51,809a6d30-4ec8-11e8-a54d-985fd331b2ee,NULL,A54i-07,Ränfenhorn,
52,809711cf-4ec8-11e8-9106-985fd331b2ee,NULL,A54i-24,Tossengrat,
53,80b7b92e-4ec8-11e8-af78-985fd331b2ee,226,A54g-25,Bächligletscher,baechli
54,80a9d680-4ec8-11e8-b320-985fd331b2ee,133,A54g-08,Tierberggletscher (Guttannen),tierberg
55,0bae777f-776c-4a21-8ae2-52a4ac5fb9af,NULL,A54e-50,Steinlimigletscher N,
56,0d26690f-1f1a-43c3-ac37-5f31546c6d9a,NULL,A54e-51,Triftsteckli,
57,3aff988d-21c1-4c8d-b9fa-dfbec0690ba5,NULL,A54g-73,Roossejoch,
58,315d741a-0b26-493d-8cb0-cab02f8ff97f,NULL,A54g-74,Scheuchzerhorn NW,
59,a0a57b9d-ace0-4bd4-9106-49cf8fb398a1,NULL,A54g-75,Grunerhorn,
60,fc0841a6-f92d-4961-8a09-0818f5a3bf64,NULL,A54g-76,Nasse Strahlegg N,
61,d5da81f8-62f9-43f6-bc01-8b18be95cf18,384,B51-41,Hohsaasgletscher,hohsaas
62,81801240-4ec8-11e8-96fa-985fd331b2ee,82,A14f-15,Glatscher da Lavaz,lavaz
63,8014744f-4ec8-11e8-8051-985fd331b2ee,NULL,A54m-17,Schadrifirn,
64,80964e80-4ec8-11e8-949e-985fd331b2ee,233,A54i-23,Tossen,tossen
65,7fe32b21-4ec8-11e8-8be8-985fd331b2ee,NULL,A55a-02,Bütlasse NW,
66,7fd6f621-4ec8-11e8-a3c4-985fd331b2ee,NULL,A55a-07,Wildi Frau N,
67,7fd4d340-4ec8-11e8-bed3-985fd331b2ee,NULL,A55a-08,Uf der Wart,
68,7fa84500-4ec8-11e8-a4f5-985fd331b2ee,NULL,A55c-04,Altels S,
69,7f85eff0-4ec8-11e8-8a4d-985fd331b2ee,NULL,A55c-21,Daubenjoch,
70,7f7eeb0f-4ec8-11e8-91c0-985fd331b2ee,NULL,A55d-04,Strubelegga,
71,7f525ccf-4ec8-11e8-9e77-985fd331b2ee,NULL,A56d-02,Silberritze ,
72,7f392f80-4ec8-11e8-a241-985fd331b2ee,NULL,A56d-06,Arpelihore,
73,bb1de3e8-74a9-11ea-bc55-0242ac130003,NULL,B36-59,Geisshorn,
74,bb1e2cc2-74a9-11ea-bc55-0242ac130003,NULL,B51-17,Gamsagletscher W,
75,bb1e1732-74a9-11ea-bc55-0242ac130003,NULL,B52-09,Augustkumme Gletscher,
76,7f6c9b91-4ec8-11e8-b3c8-985fd331b2ee,NULL,A55f-04,Tierberggletscher (Lenk),tierberg
77,7f894b4f-4ec8-11e8-ae66-985fd331b2ee,NULL,A55c-16,Tälligletscher (BE),taelli
78,e35107a6-7a05-11ec-90d6-0242ac120003,NULL,B58-30,Schaligletscher E,
79,7fa4c291-4ec8-11e8-9945-985fd331b2ee,249,A55c-03,Altelsgletscher,altels
80,7f9de4c0-4ec8-11e8-9582-985fd331b2ee,248,A55c-07,Rinderhorngletscher,rinderhorn
81,bb1d892a-74a9-11ea-bc55-0242ac130003,NULL,B82-43,Tournelon Blanc E,
82,8242c600-4ec8-11e8-99b4-985fd331b2ee,118,C33-04,Ghiacciaio di Val Torta,valtorta
83,bb1dd04c-74a9-11ea-bc55-0242ac130003,NULL,C00-06,Pizzo d'Andolla E,
84,bb1dbe72-74a9-11ea-bc55-0242ac130003,NULL,C01-01,Schijenhorn,
85,7fb53d4f-4ec8-11e8-bb1d-985fd331b2ee,127,B25-04,Dalagletscher,dala
86,7fb2300f-4ec8-11e8-81a0-985fd331b2ee,196,B30-02,Oberferdengletscher,oberferden
87,7fcce400-4ec8-11e8-888b-985fd331b2ee,195,B30-05,Milibachgletscher,milibach
88,80013a70-4ec8-11e8-9d58-985fd331b2ee,190,B34-02,Üssre Baltschiedergletscher,baltschieder
89,bb1df96e-74a9-11ea-bc55-0242ac130003,NULL,E52-07,Vadret da Chalaus E,
90,bb1e0a1c-74a9-11ea-bc55-0242ac130003,NULL,E56-04,Fuorcla Maisas,
91,80c28ea1-4ec8-11e8-ba28-985fd331b2ee,123,B46-05,Turbegletscher,turben
92,80c5c2ee-4ec8-11e8-a6e1-985fd331b2ee,122,B46-06,Mittlebärggletscher,mittenberg
93,81ca61b0-4ec8-11e8-a206-985fd331b2ee,NULL,A12l-04,Piz Platta E,
94,80231a4f-4ec8-11e8-a471-985fd331b2ee,12,B52-33,Chessjengletscher,kessjen
95,7f1e065e-4ec8-11e8-8b3b-985fd331b2ee,NULL,B17-10,Grand Muveran,
96,7f4df000-4ec8-11e8-9e63-985fd331b2ee,NULL,B22-04,Glacier du Brotsé,
97,7fdac6b0-4ec8-11e8-8010-985fd331b2ee,NULL,B30-13,Tennbachhorn,
98,800e59cf-4ec8-11e8-9379-985fd331b2ee,NULL,B31-01,Breithornjoch,
99,7fcb364f-4ec8-11e8-927c-985fd331b2ee,366,B58-16,Obere Stelligletscher,ostelli
100,801d7500-4ec8-11e8-a790-985fd331b2ee,NULL,B31-23,Beichpass,
101,80064380-4ec8-11e8-8ccd-985fd331b2ee,NULL,B32-10,Loibinbachgletscher W,
102,7fe43c8f-4ec8-11e8-9b9f-985fd331b2ee,NULL,B32-14,Bietschjoch,
103,7fe3c75e-4ec8-11e8-a3a3-985fd331b2ee,NULL,B33-06,Jolihorn,
104,7fe993c0-4ec8-11e8-a77c-985fd331b2ee,NULL,B33-07,Bietschgletscher E,
105,7f9f6b61-4ec8-11e8-adbe-985fd331b2ee,21,B61-02,Bella Tola Gletscher,bellatola
106,7ff2e28f-4ec8-11e8-b9cc-985fd331b2ee,NULL,B33-10,Bietschhorn S,
107,8011dc40-4ec8-11e8-a36d-985fd331b2ee,NULL,B34-03,Innre Baltschiedergletscher,
108,7f748ad1-4ec8-11e8-9f07-985fd331b2ee,209,B72-19,Le Biégnèt,biegnet
109,801844e1-4ec8-11e8-b5f8-985fd331b2ee,NULL,B34-08,Innre Baltschiedergletscher E,
110,8046a7de-4ec8-11e8-bef0-985fd331b2ee,NULL,B36-15,Gross Fusshorn,
111,806ad1b0-4ec8-11e8-8099-985fd331b2ee,NULL,B36-30,Chamm SW,
112,806ccd80-4ec8-11e8-a41a-985fd331b2ee,NULL,B36-51,Grünhörnli,
113,8067c470-4ec8-11e8-b58b-985fd331b2ee,NULL,B36-53,Chamm NW,
114,80772dc0-4ec8-11e8-93c8-985fd331b2ee,NULL,B40-12,Senfspitze NE,
115,808dc300-4ec8-11e8-836c-985fd331b2ee,NULL,B40-19,Finsteraarrothorn E,
116,80ebc180-4ec8-11e8-a574-985fd331b2ee,NULL,B43-06,Galengrat S,
117,80d8fcd1-4ec8-11e8-8c08-985fd331b2ee,NULL,B43-11,Hintere Gelmerhörner,
118,80f892c0-4ec8-11e8-a01a-985fd331b2ee,NULL,B44-23,Sidelengletscher E (VS),
119,80dcf470-4ec8-11e8-8604-985fd331b2ee,NULL,B44-29,Blasgletscher NW,
120,7f2902de-4ec8-11e8-9106-985fd331b2ee,158,B84-18,Glacier du Vélon,petitvelan
121,7efe7070-4ec8-11e8-863c-985fd331b2ee,222,B92-07,Glacier des Fonds,fonds
122,80d616a1-4ec8-11e8-8b3d-985fd331b2ee,NULL,B43-02,Walliser Gärstengletscher,
123,8080f1c0-4ec8-11e8-96c8-985fd331b2ee,NULL,B47-02,Bortelgletscher,
124,806d42b0-4ec8-11e8-9d11-985fd331b2ee,NULL,B47-05,Homattugletscher N,
125,8044ac0f-4ec8-11e8-82fa-985fd331b2ee,NULL,B51-04,Senggjoch,
126,80479240-4ec8-11e8-aec4-985fd331b2ee,NULL,B51-08,Fletschhorn,
127,e34f5122-7a05-11ec-90d6-0242ac120003,NULL,B23-06,Col des Audannes,
128,81f9fd2e-4ec8-11e8-a5b4-985fd331b2ee,NULL,E42-14,Porchabella,
129,e34f542e-7a05-11ec-90d6-0242ac120003,NULL,B24-05,Mont Bonvin,
130,e34f5528-7a05-11ec-90d6-0242ac120003,NULL,B24-06,Nuseyhorn,
131,80439a9e-4ec8-11e8-b03b-985fd331b2ee,NULL,B51-16,Grüebugletscher N,
132,8050e111-4ec8-11e8-8250-985fd331b2ee,NULL,B52-08,Wysstalgletscher,
133,81215070-4ec8-11e8-9ffe-985fd331b2ee,117,C33-08,Ghiacciaio di Valleggia,valleggia
134,80e299c0-4ec8-11e8-b5fe-985fd331b2ee,120,C34-01,Ghiacciaio del Corno,corno
135,81d5371e-4ec8-11e8-a1e9-985fd331b2ee,342,C84-02,Vadrec dal Bacun,bacun
136,80208240-4ec8-11e8-8888-985fd331b2ee,NULL,B52-27,Hangendegletscher (Saas-Almagell),hangende
137,81feb821-4ec8-11e8-b0e7-985fd331b2ee,147,E46-03,Schwarzhorngletscher (Zernez),schwarzhorn
138,80cd15f0-4ec8-11e8-ad88-985fd331b2ee,NULL,B45-06,Ritzgletscher,ritz
139,80ffbeb0-4ec8-11e8-abc0-985fd331b2ee,NULL,B44-20,Chüebodengletscher,chueebode
140,7fc060e1-4ec8-11e8-8181-985fd331b2ee,NULL,B60-02,Hungerli Gletscher,
141,7fbc904f-4ec8-11e8-b060-985fd331b2ee,NULL,B60-06,Barrwang,
142,7fa537c0-4ec8-11e8-85c3-985fd331b2ee,NULL,B60-10,Diablons des Dames,
143,7fa2c6c0-4ec8-11e8-acae-985fd331b2ee,NULL,B63-03,Glacier du Besso,
144,7f7f874f-4ec8-11e8-9eb8-985fd331b2ee,NULL,B72-02,Glacier du Mourti,
145,7f6bb130-4ec8-11e8-b7e1-985fd331b2ee,NULL,B73-33,Bas Glacier d'Arolla,
146,7f411ec0-4ec8-11e8-bc6a-985fd331b2ee,NULL,B75-07,Glacier du Petit Mont Fort,
147,7f47fc8f-4ec8-11e8-8b97-985fd331b2ee,NULL,B82-07,Glacier de Sovereu,
148,7f5e1ca1-4ec8-11e8-ab10-985fd331b2ee,NULL,B82-21,Glacier de la Grande Lire,
149,7f5fa340-4ec8-11e8-8f7e-985fd331b2ee,NULL,B82-28,Becca Rayette,
150,7f1c31a1-4ec8-11e8-bb11-985fd331b2ee,NULL,B85-14,Crête Sèche,
151,7f1b4740-4ec8-11e8-a78e-985fd331b2ee,NULL,B85-15,Glacier de l'Evole E,
152,7f10e700-4ec8-11e8-9108-985fd331b2ee,NULL,B85-18,Glacier des Plines,
153,7efa51c0-4ec8-11e8-940e-985fd331b2ee,NULL,B92-03,Glacier de la Fenive,
154,7f06add1-4ec8-11e8-b80e-985fd331b2ee,NULL,B93-08,Creux Chateau,
155,7f096cf0-4ec8-11e8-8bf8-985fd331b2ee,NULL,B95-02,La Forteresse,
156,7f006c40-4ec8-11e8-89ed-985fd331b2ee,NULL,B95-08,Grande Pente,
157,7ef0b4cf-4ec8-11e8-bdab-985fd331b2ee,NULL,B95-13,Dent du Signal,
158,7efce9cf-4ec8-11e8-a7fb-985fd331b2ee,NULL,B95-16,Grand Ruan E,
159,80596c91-4ec8-11e8-a783-985fd331b2ee,NULL,C00-09,Weissmies SE,
160,8057e5ee-4ec8-11e8-9906-985fd331b2ee,NULL,C01-05,Weissmies NE,
161,8056d480-4ec8-11e8-a0ba-985fd331b2ee,NULL,C01-07,Laggingletscher,
162,805a7e00-4ec8-11e8-a09c-985fd331b2ee,NULL,C01-10,Sibilufluegletscher,
163,804c4d2e-4ec8-11e8-b002-985fd331b2ee,NULL,C02-08,Böshorn,
164,8069e74f-4ec8-11e8-bdc5-985fd331b2ee,NULL,C04-02,Homattugletscher S,
165,817b3040-4ec8-11e8-9164-985fd331b2ee,NULL,C42-03,Piz Medel,
166,8195e430-4ec8-11e8-bdda-985fd331b2ee,NULL,C43-04,Vadrecc di Sorda,
167,81a6fb30-4ec8-11e8-9726-985fd331b2ee,NULL,C46-03,Ghiacciaio di Basso,
168,81ae9c4f-4ec8-11e8-8e6a-985fd331b2ee,NULL,C51-04,Zapporthorn,
169,81de37cf-4ec8-11e8-b402-985fd331b2ee,NULL,C83-05,Vadrec dei Rossi,
170,81ded40f-4ec8-11e8-8c97-985fd331b2ee,NULL,C83-08,Sella del Forno,
171,821f3870-4ec8-11e8-9a46-985fd331b2ee,NULL,E54-01,Vadret da Tasna,
172,bb1e17f0-74a9-11ea-bc55-0242ac130003,NULL,B46-43,Mättitalgletscher E,
173,5fc10a0f-7c4d-4e18-a729-71e4672eaf0f,NULL,A54g-77,Alte Strahlegg E,
174,a7aba90e-660f-40fc-937d-3d3164a508fd,NULL,A54g-78,Alte Strahlegg N,
175,df58d36b-4388-43f0-aab3-25dcaf453ccb,NULL,A54g-79,Kl. Lauteraarhorn NE,
176,44eca097-696a-413e-a6be-2b527cf7d0ac,NULL,A54i-27,Hubelgletscher,
177,0c95a29a-ea8d-41fe-9dfb-b6784df5f557,NULL,A54l-58,Schreckhorn S,
178,9fc47950-7871-4dbb-b7ff-357d175dc2bf,NULL,A56d-09,Wildhorn,
179,d5de12b9-c12e-414b-86da-98c025734277,NULL,A54m-77,Wärmietenhoren,
180,2e5d6347-0822-434c-8df6-2ee37a39e049,NULL,A55a-27,Wildi Frau E,
181,df097016-7a05-11ec-90d6-0242ac120003,NULL,A12g-05,Piz Radond,
182,df097138-7a05-11ec-90d6-0242ac120003,NULL,A12g-07,Piz Murtel Trigd,
183,da3d248a-f028-4b7d-9512-b77e750d1f75,NULL,B24-02,Col des Outannes,
184,df097250-7a05-11ec-90d6-0242ac120003,NULL,A12g-08,Piz Bleis Marscha,
185,df097368-7a05-11ec-90d6-0242ac120003,NULL,A12g-09,Piz da l'Antgierna de Salteras SW,
186,df096a12-7a05-11ec-90d6-0242ac120003,NULL,A12g-11,Piz Salteras E,
187,df096904-7a05-11ec-90d6-0242ac120003,NULL,A12g-10,Piz Mulix,
188,df096b20-7a05-11ec-90d6-0242ac120003,NULL,A12g-12,Piz da l'Antgierna de Salteras NE,
189,df096c2e-7a05-11ec-90d6-0242ac120003,NULL,A12g-13,Piz digl Barba Peder,
190,df0975a2-7a05-11ec-90d6-0242ac120003,NULL,A12i-01,Piz Val Lunga,
191,df09748a-7a05-11ec-90d6-0242ac120003,NULL,A12h-01,Piz Ela W,
192,df097994-7a05-11ec-90d6-0242ac120003,NULL,A12i-23,Fuorcla Laviner W,
193,e34f5b54-7a05-11ec-90d6-0242ac120003,NULL,B25-06,Majinggletscher N,
194,e34f5d52-7a05-11ec-90d6-0242ac120003,NULL,B25-09,Gitzifurggu,
195,e34f5636-7a05-11ec-90d6-0242ac120003,NULL,B25-10,Ferdenrothorn SW,
196,e34f592e-7a05-11ec-90d6-0242ac120003,NULL,B25-20,Furggentälti,
197,e34f670c-7a05-11ec-90d6-0242ac120003,NULL,B30-07,Alpätraift,
198,e34f6806-7a05-11ec-90d6-0242ac120003,NULL,B30-08,Tellifurgga,
199,e34f6900-7a05-11ec-90d6-0242ac120003,NULL,B30-09,Ferdenrothorn S,
200,e34f5e4c-7a05-11ec-90d6-0242ac120003,NULL,B30-11,Märbiglücke S,
201,df09ebea-7a05-11ec-90d6-0242ac120003,NULL,A13n-13,Häx,
202,14011940-96b6-49e1-b932-8c8738754d0d,NULL,B41-10,Tâschehorn E,
203,d6a186df-476b-4657-97a6-16220b4d62b4,NULL,B43-13,Sidelengrat NW,
204,e34f61ee-7a05-11ec-90d6-0242ac120003,NULL,B30-17,Tellispitza,
205,e34f6612-7a05-11ec-90d6-0242ac120003,NULL,B30-39,Kleinhockenhorn S,
206,e34f6bb2-7a05-11ec-90d6-0242ac120003,NULL,B31-18,Jegigletscher SE,
207,e34f6cc0-7a05-11ec-90d6-0242ac120003,NULL,B32-01,Breitlauihotn,
208,46bcd901-afdb-4525-a366-e4d536f2a8ee,NULL,B41-11,Hangandgletscher SW,
209,e34f6dba-7a05-11ec-90d6-0242ac120003,NULL,B32-13,Bietschhornhütte,
210,e34f6eaa-7a05-11ec-90d6-0242ac120003,NULL,B32-15,Schwarzhorn E,
211,e34f6fae-7a05-11ec-90d6-0242ac120003,NULL,B32-16,Schwarzhorn N,
212,e34f70a8-7a05-11ec-90d6-0242ac120003,NULL,B32-18,Schwarzhorn S,
213,e34f71a2-7a05-11ec-90d6-0242ac120003,NULL,B32-20,Opental E,
214,e34f7292-7a05-11ec-90d6-0242ac120003,NULL,B32-21,Chastlerhorn,
215,e34f7508-7a05-11ec-90d6-0242ac120003,NULL,B32-22,Opental SE,
216,e34f7602-7a05-11ec-90d6-0242ac120003,NULL,B32-23,Opental S ,
217,e34f76fc-7a05-11ec-90d6-0242ac120003,NULL,B33-01,Wannihorn,
218,e34f7ae4-7a05-11ec-90d6-0242ac120003,NULL,B34-09,Gredetschlicka,
219,e34f78f0-7a05-11ec-90d6-0242ac120003,NULL,B34-10,Grüebhorn,
220,e34f79ea-7a05-11ec-90d6-0242ac120003,NULL,B34-11,Tiereggpass,
221,e34f8296-7a05-11ec-90d6-0242ac120003,NULL,B35-04,Grisigpass,
222,e34f8386-7a05-11ec-90d6-0242ac120003,NULL,B35-08,Hostock,
223,e34f7bde-7a05-11ec-90d6-0242ac120003,NULL,B35-12,Grisighorn,
224,e34f7ecc-7a05-11ec-90d6-0242ac120003,NULL,B35-13,Grisigpass N,
225,e34f8070-7a05-11ec-90d6-0242ac120003,NULL,B35-14,Unnerbächhorn SE,
226,e34f848a-7a05-11ec-90d6-0242ac120003,NULL,B36-14,Gross Fusshorn N,
227,df0b6f60-7a05-11ec-90d6-0242ac120003,235,A54k-01,Schwarzhoren,schwarzwald
228,df0901b2-7a05-11ec-90d6-0242ac120003,NULL,A10g-20,Isenfürggli,
229,df0902e8-7a05-11ec-90d6-0242ac120003,NULL,A10g-22,Pischahorn E,
230,df09040a-7a05-11ec-90d6-0242ac120003,NULL,A10g-23,Chueberggrat,
231,e34f8944-7a05-11ec-90d6-0242ac120003,NULL,B36-29,Turberg,
232,e34f8b38-7a05-11ec-90d6-0242ac120003,NULL,B36-45,Zenbächenhorn S,
233,e34f8c32-7a05-11ec-90d6-0242ac120003,NULL,B36-48,Viertes Dreieck N,
234,e34f8e76-7a05-11ec-90d6-0242ac120003,NULL,B36-55,Chamm S,
235,e34f968c-7a05-11ec-90d6-0242ac120003,NULL,B36-60,Jegi W,
236,df097bce-7a05-11ec-90d6-0242ac120003,NULL,A12j-03,Tellers Davains,
237,df098060-7a05-11ec-90d6-0242ac120003,NULL,A12k-03,Bleis Lunga,
238,df098182-7a05-11ec-90d6-0242ac120003,NULL,A12l-01,Massaspitz,
239,df098c04-7a05-11ec-90d6-0242ac120003,NULL,A12l-08,Pizzet,
240,df098d1c-7a05-11ec-90d6-0242ac120003,NULL,A12l-09,Fuorcla Bercla,
241,df09829a-7a05-11ec-90d6-0242ac120003,NULL,A12l-10,Tällifurgga N,
242,df098416-7a05-11ec-90d6-0242ac120003,NULL,A12l-11,Tällifurgga W,
243,df0986dc-7a05-11ec-90d6-0242ac120003,NULL,A12l-12,Tällifurgga E,
244,bb1e0616-74a9-11ea-bc55-0242ac130003,NULL,B36-62,Schönbühlgetscher S,
245,9bbde185-c7c8-4d1b-ad04-9bf2db60c836,NULL,B53-21,Gemsplatten,
246,e34f93a8-7a05-11ec-90d6-0242ac120003,NULL,B36-36,Schinhorn S,
247,8037dad1-4ec8-11e8-902c-985fd331b2ee,NULL,B31-05,Anchunubel S,
248,80189300-4ec8-11e8-b308-985fd331b2ee,NULL,B31-24,Lonzahörner,
249,df098e2a-7a05-11ec-90d6-0242ac120003,NULL,A13b-02,Piz Alv,
250,df098f56-7a05-11ec-90d6-0242ac120003,NULL,A13b-04,Piz da Schmorras,
251,df099230-7a05-11ec-90d6-0242ac120003,NULL,A13c-02,Fuorcla Curtegns,
252,df09935c-7a05-11ec-90d6-0242ac120003,NULL,A13c-03,Hüreli,
253,df09946a-7a05-11ec-90d6-0242ac120003,NULL,A13d-01,Tälihorn,
254,e34f9808-7a05-11ec-90d6-0242ac120003,NULL,B36-61,Kranzbergfirn E,
255,e34f9dc6-7a05-11ec-90d6-0242ac120003,NULL,B40-08,Finsteraarhorn E,
256,e34f9970-7a05-11ec-90d6-0242ac120003,NULL,B40-18,Finsteraarrothorn SE,
257,e34f9c4a-7a05-11ec-90d6-0242ac120003,NULL,B40-23,Tâschehorn W,
258,e34fa0b4-7a05-11ec-90d6-0242ac120003,NULL,B41-01,Latt,
259,e34fa1e0-7a05-11ec-90d6-0242ac120003,NULL,B41-12,Oberlicke E,
260,b3374273-2469-47f5-ac9a-fb3c2f29b569,NULL,B60-25,Wyssegglicke,
261,e34fa2f8-7a05-11ec-90d6-0242ac120003,NULL,B41-14,Vorderes Galmihorn,
262,e34fa410-7a05-11ec-90d6-0242ac120003,NULL,B41-15,Unnerlicke,
263,e34fa51e-7a05-11ec-90d6-0242ac120003,NULL,B41-16,Gälmjinihörner,
264,e34fa622-7a05-11ec-90d6-0242ac120003,NULL,B41-17,Ritzihorn,
265,e34fa744-7a05-11ec-90d6-0242ac120003,NULL,B41-18,Ritzihorn N,
266,e34faa28-7a05-11ec-90d6-0242ac120003,NULL,B41-19,Gälmjinihörner SE,
267,e34fab4a-7a05-11ec-90d6-0242ac120003,NULL,B41-20,Gross Chastelhorn,
268,e34fac62-7a05-11ec-90d6-0242ac120003,NULL,B41-21,Rossejoch,
269,e34fad66-7a05-11ec-90d6-0242ac120003,NULL,B41-22,Rossehörner S,
270,e34fae7e-7a05-11ec-90d6-0242ac120003,NULL,B41-23,Unnerbärg,
271,e34fb464-7a05-11ec-90d6-0242ac120003,NULL,B42-01,Löffelhorn S,
272,e34fb798-7a05-11ec-90d6-0242ac120003,NULL,B43-14,Vorder Gärstenhorn N,
273,e34fb8b0-7a05-11ec-90d6-0242ac120003,NULL,B43-15,Vorder Gärstenhorn,
274,e34fc968-7a05-11ec-90d6-0242ac120003,NULL,B44-05,Tällistock,
275,e34fb9be-7a05-11ec-90d6-0242ac120003,NULL,B44-14,Sasshörner-Nordgipfel,
276,e34fbacc-7a05-11ec-90d6-0242ac120003,NULL,B44-15,Gerengletscher NW,
277,e34fbec8-7a05-11ec-90d6-0242ac120003,NULL,B44-18,Gerengletscher SW,
278,e34fbfcc-7a05-11ec-90d6-0242ac120003,NULL,B44-25,Mettlihorn,
279,e34fc0e4-7a05-11ec-90d6-0242ac120003,NULL,B44-26,Mettligletscher,
280,e34fc1f2-7a05-11ec-90d6-0242ac120003,NULL,B44-27,Pizzo Gallina,
281,e34fc404-7a05-11ec-90d6-0242ac120003,NULL,B44-32,Sasshörner-Südgipfel,
282,e34fc63e-7a05-11ec-90d6-0242ac120003,NULL,B44-33,Muttenlücke,
283,e34fc74c-7a05-11ec-90d6-0242ac120003,NULL,B44-34,Blashorn,
