gid,pk,pk_vaw,pk_sgi,name_full,name_short
2182,e64bb776-7a05-11ec-90d6-0242ac120003,NULL,E10-03,Fuorcla Ftur,
2183,e64ba5d8-7a05-11ec-90d6-0242ac120003,NULL,E05-01,Piz Plattas,
2184,e64c146e-7a05-11ec-90d6-0242ac120003,NULL,E21-06,Piz Lagalb,
2185,e64c1036-7a05-11ec-90d6-0242ac120003,NULL,E21-19,Gianda d'Albris,
2186,e64c1e96-7a05-11ec-90d6-0242ac120003,NULL,E23-19,Piz San Gian,
2187,bb1e33f2-74a9-11ea-bc55-0242ac130003,NULL,E24-06,Vadret dal Corvatsch,
2188,e64c305c-7a05-11ec-90d6-0242ac120003,NULL,E26-06,Piz Fedoz N,
2189,bb1dd4f2-74a9-11ea-bc55-0242ac130003,NULL,E21-18,Vadret d'Arlas W,
2190,bb1db8a0-74a9-11ea-bc55-0242ac130003,NULL,E22-05,Fuorcla Prievlusa,
2191,bb1db71a-74a9-11ea-bc55-0242ac130003,NULL,E22-09,Vadret Boval d'Mez,
2192,e64c330e-7a05-11ec-90d6-0242ac120003,NULL,E30-01,Piz Grevasalvas,
2193,e64c4150-7a05-11ec-90d6-0242ac120003,NULL,E35-10,Piz Bever Pitschen,
2194,e64c5370-7a05-11ec-90d6-0242ac120003,NULL,E43-01,Piz Fourun N,
2195,ea250fe6-7a05-11ec-90d6-0242ac120003,NULL,E43-05,Piz Vadret N,
2196,ea251392-7a05-11ec-90d6-0242ac120003,NULL,E43-08,Piz Sarsura,
2197,e64c5500-7a05-11ec-90d6-0242ac120003,NULL,E43-15,Piz Fourun W,
2198,ea251496-7a05-11ec-90d6-0242ac120003,NULL,E44-01,Murteras da Pülschezza,
2199,ea251a18-7a05-11ec-90d6-0242ac120003,NULL,E44-07,Piz dal Ras,
2200,822049e1-4ec8-11e8-9602-985fd331b2ee,NULL,E02-05,Vadret da Triazza,
2201,821fada1-4ec8-11e8-9fbc-985fd331b2ee,NULL,E04-01,Vadret da Zuort,
2202,ea251e6e-7a05-11ec-90d6-0242ac120003,NULL,E45-01,Piz Murtarol,
2203,e64c2b20-7a05-11ec-90d6-0242ac120003,NULL,E26-10,Creista da Fedoz N,
2204,ea251fa4-7a05-11ec-90d6-0242ac120003,NULL,E45-10,Stavel da Radönt,
2205,803d8021-4ec8-11e8-9eaa-985fd331b2ee,6,B36-01,Oberaletschgletscher,oberaletsch
2206,ea252d46-7a05-11ec-90d6-0242ac120003,NULL,E46-02,Schwarzhorafurgga,
2207,ea252e36-7a05-11ec-90d6-0242ac120003,NULL,E46-09,Schwarzhora E,
2208,bb1dda1a-74a9-11ea-bc55-0242ac130003,NULL,E46-04,Flüela Wisshorn,
2209,ea2527f6-7a05-11ec-90d6-0242ac120003,NULL,E46-10,Schwarzhora S,
2210,ea2528e6-7a05-11ec-90d6-0242ac120003,NULL,E46-11,Radüner Rothora N,
2211,ea2529e0-7a05-11ec-90d6-0242ac120003,NULL,E46-12,Radüner Rothora NW,
2212,ea252b5c-7a05-11ec-90d6-0242ac120003,NULL,E46-13,Flüela Wisshorn N,
2213,ea252c56-7a05-11ec-90d6-0242ac120003,NULL,E46-14,Flüela Wisshorn E,
2214,bb1e0954-74a9-11ea-bc55-0242ac130003,NULL,E51-02,Piz Fliana,
2215,bb1dbc24-74a9-11ea-bc55-0242ac130003,NULL,E51-11,Fuorcla Buin,
2216,ea2524f4-7a05-11ec-90d6-0242ac120003,NULL,E45-04,Vadret d'Arpschella,
2217,805303f0-4ec8-11e8-b416-985fd331b2ee,171,B36-17,Driestgletscher,driest
2218,ea2526f2-7a05-11ec-90d6-0242ac120003,NULL,E45-06,Gletschtäli N,
2219,ea25227e-7a05-11ec-90d6-0242ac120003,NULL,E45-12,Piz Arpschella SW,
2220,ea25302a-7a05-11ec-90d6-0242ac120003,NULL,E50-03,Piz Linard W,
2221,8058d04f-4ec8-11e8-89da-985fd331b2ee,106,B36-21,Mittelaletschgletscher,mittelaletsch
2222,ea25312e-7a05-11ec-90d6-0242ac120003,NULL,E50-05,Gapütsch Alba,
2223,ea253228-7a05-11ec-90d6-0242ac120003,NULL,E50-09,Piz Zadrell,
2224,ea252f3a-7a05-11ec-90d6-0242ac120003,NULL,E50-10,Piz Linard N,
2225,ea253ade-7a05-11ec-90d6-0242ac120003,NULL,E51-09,Furcletta,
2226,805d642e-4ec8-11e8-b774-985fd331b2ee,5,B36-26,Grosser Aletschgletscher,aletsch
2227,ea253390-7a05-11ec-90d6-0242ac120003,NULL,E51-10,Piz d'Anschatscha,
2228,ea25348a-7a05-11ec-90d6-0242ac120003,NULL,E51-12,Piz Buin Pitschen,
2229,ea253598-7a05-11ec-90d6-0242ac120003,NULL,E51-13,Hinter Jamspitz,
2230,ea253692-7a05-11ec-90d6-0242ac120003,NULL,E51-14,Vadret Tuoi S,
2231,ea25378c-7a05-11ec-90d6-0242ac120003,NULL,E51-15,Piz Tuoi,
2232,ea25387c-7a05-11ec-90d6-0242ac120003,NULL,E51-16,Piz Mon,
2233,ea253976-7a05-11ec-90d6-0242ac120003,NULL,E51-17,Vadret Tuoi SW,
2234,81e8980f-4ec8-11e8-bb23-985fd331b2ee,NULL,E35-04,Vadret Palüd Marscha,
2235,822293cf-4ec8-11e8-b316-985fd331b2ee,NULL,E35-06,Vadret Glüna,
2236,81e58ad1-4ec8-11e8-b4d8-985fd331b2ee,NULL,E35-11,Bever Pitschen,
2237,81e0a8cf-4ec8-11e8-9207-985fd331b2ee,NULL,E35-13,Traunter Ovas,
2238,81da8e4f-4ec8-11e8-919b-985fd331b2ee,NULL,E35-18,Piz Calderas,
2239,ea253bd8-7a05-11ec-90d6-0242ac120003,NULL,E52-01,Selletta,
2240,ea25431c-7a05-11ec-90d6-0242ac120003,NULL,E52-04,Piz Urschai Dadaint,
2241,ea254416-7a05-11ec-90d6-0242ac120003,NULL,E52-09,Muot da Cler,
2242,ea253cc8-7a05-11ec-90d6-0242ac120003,NULL,E52-10,Piz Urschai Dadoura,
2243,ea253dc2-7a05-11ec-90d6-0242ac120003,NULL,E52-11,Piz Urezzas E,
2244,ea253ebc-7a05-11ec-90d6-0242ac120003,NULL,E52-12,Piz Urezzas SE,
2245,80990d9e-4ec8-11e8-926e-985fd331b2ee,167,B41-02,Hangendgletscher (VS),hangendgletscher
2246,80a5b7d1-4ec8-11e8-957b-985fd331b2ee,166,B41-05,Bächigletscher,baechi
2247,80e5ce0f-4ec8-11e8-ba94-985fd331b2ee,253,B43-08,Sidelen,sidelen
2248,810b5770-4ec8-11e8-924c-985fd331b2ee,162,B44-17,Gerengletscher,geren
2249,80d09861-4ec8-11e8-bc6d-985fd331b2ee,231,B45-05,Ritzhörner,ritz
2250,80bf8161-4ec8-11e8-a6ab-985fd331b2ee,165,B45-09,Blinnengletscher W,blinnen
2251,80bb89c0-4ec8-11e8-9452-985fd331b2ee,169,B46-02,Fäldbachgletscher,faeldbach
2252,80a78c8f-4ec8-11e8-bc82-985fd331b2ee,164,B41-07,Minstigergletscher,minstiger
2253,80842611-4ec8-11e8-8486-985fd331b2ee,172,B47-01,Steinugletscher,steinu
2254,ea253fac-7a05-11ec-90d6-0242ac120003,NULL,E52-13,Vadret da Tasna W,
2255,ea25409c-7a05-11ec-90d6-0242ac120003,NULL,E52-14,Piz Laver,
2256,80e4bc9e-4ec8-11e8-a0f7-985fd331b2ee,1,B43-03,Rhonegletscher,rhone
2257,ea254600-7a05-11ec-90d6-0242ac120003,NULL,E56-02,Piz Mundin N,
2258,ea2546fa-7a05-11ec-90d6-0242ac120003,NULL,E56-03,Piz Mundin W,
2259,ea2547f4-7a05-11ec-90d6-0242ac120003,NULL,E56-06,Piz Chamins,
2260,ea254952-7a05-11ec-90d6-0242ac120003,NULL,E73-01,Fuorcla d'Laver,
2261,ea254b3c-7a05-11ec-90d6-0242ac120003,NULL,E73-06,Piz Davo Lais,
2262,80ef6b00-4ec8-11e8-9d50-985fd331b2ee,2,B44-03,Muttgletscher,mutt
2263,ea254c36-7a05-11ec-90d6-0242ac120003,NULL,E73-07,Zahnspitze,
2264,bb1db59e-74a9-11ea-bc55-0242ac130003,NULL,E73-03,Vadret da Fenga N (Krone),
2265,bb1e0882-74a9-11ea-bc55-0242ac130003,NULL,E73-05,Vadret da Fluchthorn S (Krone),
2266,87b31614-e42b-11ed-b5ea-0242ac120002,NULL,A14g-06,Fuorcal Encarden,
2267,87b31f6a-e42b-11ed-b5ea-0242ac120002,NULL,A51e-75,Ob Galenböden,
2268,87b32726-e42b-11ed-b5ea-0242ac120002,NULL,A12e-05,Nuorzas,
2269,87b3287a-e42b-11ed-b5ea-0242ac120002,NULL,A14p-04,Camatschera,
2270,87b331b2-e42b-11ed-b5ea-0242ac120002,NULL,A14l-28,Cordas,
2271,87b34710-e42b-11ed-b5ea-0242ac120002,NULL,A12d-19,Matijsch Tälli,
2272,80cc2b8f-4ec8-11e8-9ef4-985fd331b2ee,3,B45-04,Griesgletscher,gries
2273,87b34828-e42b-11ed-b5ea-0242ac120002,NULL,A14f-10,Mietzdi,
2274,87b34cba-e42b-11ed-b5ea-0242ac120002,NULL,A54l-36,Brät Hörnli,
2275,87b34dfa-e42b-11ed-b5ea-0242ac120002,NULL,A54m-35,Schwandbach,
2276,bb1e24ca-74a9-11ea-bc55-0242ac130003,NULL,B34-12,Jägihorn,
2277,808389cf-4ec8-11e8-964a-985fd331b2ee,NULL,A54j-07,Wellhorn,
2278,dfbc7c2e-4d8a-11ee-be56-0242ac120002,NULL,A51f-70,Rütifirn N,
2279,bb1df8a6-74a9-11ea-bc55-0242ac130003,NULL,E56-01,Piz Mezdi,
2280,821c2b30-4ec8-11e8-8a7e-985fd331b2ee,NULL,E52-02,Fuorcla d'Urezzas,
2281,80c96c70-4ec8-11e8-9c11-985fd331b2ee,121,B46-07,Tälligletscher N (Binn),taelli
2282,821ca05e-4ec8-11e8-8bfa-985fd331b2ee,NULL,E52-03,Vadret d'Urezzas,
2283,81f62ca1-4ec8-11e8-9d23-985fd331b2ee,NULL,A12d-08,Chüealptal-Sertig,
2284,816bee00-4ec8-11e8-9972-985fd331b2ee,NULL,A14g-10,Piz Vallatscha,
2285,df0afcba-7a05-11ec-90d6-0242ac120003,NULL,A51e-41,Winterlücke,
2286,811653f0-4ec8-11e8-9530-985fd331b2ee,NULL,A51g-14,Hasenstock,
2287,df0a8a00-7a05-11ec-90d6-0242ac120003,NULL,A14n-21,Piz Fluaz,
2288,81e515a1-4ec8-11e8-b59e-985fd331b2ee,NULL,E35-08,Vadret dal Giaviöl,
2289,8104528f-4ec8-11e8-a98c-985fd331b2ee,163,B44-19,Ghiacciaio del Pizzo Rotondo W,rotondow
2290,df0aa3f0-7a05-11ec-90d6-0242ac120003,NULL,A50h-11,Täli,
2291,df0b3cfc-7a05-11ec-90d6-0242ac120003,NULL,A54e-45,Wysse Schjien E,
2292,80aac0e1-4ec8-11e8-95fc-985fd331b2ee,NULL,A54g-59,Hinder Triftgletscher  E,
2293,80ad8000-4ec8-11e8-a11e-985fd331b2ee,NULL,A54g-60,Vorder Triftgletscher,
2294,bb1d8ea2-74a9-11ea-bc55-0242ac130003,NULL,C84-27,Vadrec dal Cantun E,
2295,bb1d8dda-74a9-11ea-bc55-0242ac130003,NULL,E26-08,Murtairac,
2296,80565f4f-4ec8-11e8-a293-985fd331b2ee,NULL,A54l-40,Brät,
2297,822727ae-4ec8-11e8-9dda-985fd331b2ee,204,B24-03,Glacier de la Plaine Morte E,
2298,82263d51-4ec8-11e8-86af-985fd331b2ee,NULL,B45-12,Sulzgletscher N,
2299,7f20c580-4ec8-11e8-8e57-985fd331b2ee,NULL,B16-07,Glacier de Culan,
2300,8071d68f-4ec8-11e8-9aa4-985fd331b2ee,7,B47-04,Chaltwassergletscher,kaltwasser
2301,800dbd8f-4ec8-11e8-9480-985fd331b2ee,NULL,B32-09,Tyfelsgrat,
2302,80452140-4ec8-11e8-aea9-985fd331b2ee,364,B50-02,Gamsagletscher,gamsa
2303,80515640-4ec8-11e8-b4ef-985fd331b2ee,NULL,B51-12,Hohlaubgletscher (Lagginhorn),lagginjoch
2304,8048cac0-4ec8-11e8-b6a6-985fd331b2ee,NULL,B51-14,Mälligagletscher,maelliga
2305,8049b51e-4ec8-11e8-84e7-985fd331b2ee,354,B51-05,Grüebugletscher,gruebu
2306,805a08cf-4ec8-11e8-bb8d-985fd331b2ee,362,B52-06,Rotblattgletscher,rotblatt
2307,8013ff1e-4ec8-11e8-b760-985fd331b2ee,11,B52-29,Allalingletscher,allalin
2308,80482e80-4ec8-11e8-94fb-985fd331b2ee,178,B51-10,Lagginhorn,lagginhorn
2309,7ffaaac0-4ec8-11e8-a22b-985fd331b2ee,NULL,B55-14,Weingartengletscher S,weingarten-s
2310,7fdd85d1-4ec8-11e8-8c83-985fd331b2ee,NULL,B32-19,Wilerhorn,
2311,7fdb62ee-4ec8-11e8-9bf8-985fd331b2ee,NULL,B32-24,Hohgleifa,
2312,802abb70-4ec8-11e8-bc5b-985fd331b2ee,NULL,B35-11,Unnerbächhorn S,
2313,8032d1c0-4ec8-11e8-a14f-985fd331b2ee,NULL,B36-03,Unnerbächhorn E,
2314,803e6a80-4ec8-11e8-be96-985fd331b2ee,NULL,B36-27,Äbeni Flue S,
2315,805770c0-4ec8-11e8-b797-985fd331b2ee,363,B52-11,Furggengletscher,furggen
2316,806f3e80-4ec8-11e8-90b2-985fd331b2ee,NULL,B36-31,Schönbühlgetscher E,
2317,802bcce1-4ec8-11e8-8550-985fd331b2ee,NULL,B36-38,Beichgrat N,
2318,82241a6e-4ec8-11e8-a7bb-985fd331b2ee,8,B52-20,Tällibodengletscher,taelliboden
2319,8033e330-4ec8-11e8-a89b-985fd331b2ee,173,B52-22,Seewjinengletscher,seewjinen
2320,80200d0f-4ec8-11e8-84c6-985fd331b2ee,10,B52-24,Schwarzberggletscher,schwarzberg
2321,803a72e1-4ec8-11e8-bb79-985fd331b2ee,NULL,B36-39,Distelgletscher  S,
2322,8031e761-4ec8-11e8-912f-985fd331b2ee,NULL,B36-40,Schinhorn,
2323,803c208f-4ec8-11e8-bec5-985fd331b2ee,NULL,B36-41,Sattelhorn S,
2324,804d5ea1-4ec8-11e8-a82c-985fd331b2ee,NULL,B36-44,Fusshörner,
2325,8016972e-4ec8-11e8-853b-985fd331b2ee,174,B52-32,Hohlaubgletscher,hohlaub
2326,8065a18f-4ec8-11e8-bbb8-985fd331b2ee,NULL,B36-50,Grünegg,
2327,80674f40-4ec8-11e8-8b1d-985fd331b2ee,NULL,B36-54,Chamm W,
2328,806db7e1-4ec8-11e8-be16-985fd331b2ee,NULL,B36-56,Schönbühlgetscher W,
2329,8005ce4f-4ec8-11e8-8fd1-985fd331b2ee,13,B53-04,Feegletscher,fee
2330,7f45d9b0-4ec8-11e8-90a7-985fd331b2ee,NULL,B82-09,Le Parrain,
2331,800b2580-4ec8-11e8-80e9-985fd331b2ee,176,B53-06,Fallgletscher,fall
2332,80077c00-4ec8-11e8-a5bc-985fd331b2ee,156,B53-07,Hohbalmgletscher,hohbalm
2333,800f4430-4ec8-11e8-972b-985fd331b2ee,177,B53-08,Bidergletscher,bider
2334,7f4a4680-4ec8-11e8-8318-985fd331b2ee,NULL,B82-10,Col du Crêt,
2335,7f56a28f-4ec8-11e8-a44e-985fd331b2ee,NULL,B82-13,Le Pleureur S,
2336,642be5da-8d9a-4b72-88ea-4065d83df0d3,NULL,E51-18,Piz Fliana,
2337,dd405d38-2afe-469c-b41f-14dc36170d7d,NULL,E23-21,Vadret da Tschierva E,
2338,7f5d594f-4ec8-11e8-845a-985fd331b2ee,NULL,B82-31,Tsoume des Bouchs N,
2339,7f333c0f-4ec8-11e8-9fdc-985fd331b2ee,NULL,B84-12,Les Luisettes,
2340,7ffca691-4ec8-11e8-a8b6-985fd331b2ee,17,B54-03,Riedgletscher,ried
2341,7f15a1ee-4ec8-11e8-8cad-985fd331b2ee,NULL,B85-22,Clochers du Portalet W,
2342,7ff21f40-4ec8-11e8-8062-985fd331b2ee,189,B55-04,Hobärggletscher,hohberg
2343,814f6551-4ec8-11e8-b060-985fd331b2ee,NULL,C32-05,Pizzo Campolungo,
2344,804e4900-4ec8-11e8-938f-985fd331b2ee,9,B52-17,Ofentalgletscher,ofental
2345,7ff7c48f-4ec8-11e8-9cfb-985fd331b2ee,188,B55-07,Festigletscher,festi
2346,7ff74f5e-4ec8-11e8-8af7-985fd331b2ee,361,B55-08,Kingletscher,kin
2347,81577ba1-4ec8-11e8-a100-985fd331b2ee,NULL,C32-07,Lavina di Crozlina,
2348,7ffea261-4ec8-11e8-adef-985fd331b2ee,185,B55-12,Weingartengletscher,weingarten
2349,810256c0-4ec8-11e8-9934-985fd331b2ee,NULL,C35-02,Chüebodenhorn,
2350,81421ede-4ec8-11e8-90b6-985fd331b2ee,NULL,C36-04,Pizzo Centrale,
2351,800447b0-4ec8-11e8-80df-985fd331b2ee,183,B55-16,Alphubelgletscher,alphubel
2352,81985530-4ec8-11e8-b0c6-985fd331b2ee,NULL,C43-03,Blattaberg NW,
2353,8002c10f-4ec8-11e8-a586-985fd331b2ee,184,B55-18,Mellichgletscher,mellich
2354,81943680-4ec8-11e8-a108-985fd331b2ee,NULL,C43-06,Cima di Aquila,
2355,819547f0-4ec8-11e8-8341-985fd331b2ee,NULL,C43-07,Pizzo di Cassimoi NW,
2356,8232c070-4ec8-11e8-abdb-985fd331b2ee,NULL,C84-18,Ago di Sciora,
2357,820bb070-4ec8-11e8-bec7-985fd331b2ee,NULL,C92-05,Varuna,
2358,822c7ede-4ec8-11e8-9819-985fd331b2ee,NULL,C93-01,Piz Varuna,
2359,82237e30-4ec8-11e8-a976-985fd331b2ee,NULL,C85-11,Vadrec dal Cengal E,
2360,8202d6cf-4ec8-11e8-b777-985fd331b2ee,NULL,E15-09,Clüx,
2361,8203730f-4ec8-11e8-9966-985fd331b2ee,NULL,E15-10,Olivet,
2362,82357f8f-4ec8-11e8-a58d-985fd331b2ee,NULL,E42-09,Vadret Vallorgia W,
2363,7f22e861-4ec8-11e8-83fc-985fd331b2ee,NULL,B16-04,Mauvais Glacier S,
2364,7f23abae-4ec8-11e8-9fea-985fd331b2ee,NULL,B16-10,Mauvais Glacier N,
2365,800b9aae-4ec8-11e8-a4bc-985fd331b2ee,16,B56-03,Findelgletscher,findelen
2366,800a8940-4ec8-11e8-8bd0-985fd331b2ee,383,B56-14,Adlergletscher,adler
2367,7fdce98f-4ec8-11e8-9185-985fd331b2ee,14,B56-07,Gornergletscher,gorner
2368,7fadc340-4ec8-11e8-bb58-985fd331b2ee,182,B57-16,Triftgletscher (Zermatt),triftzermatt
2369,7fb31a70-4ec8-11e8-8d99-985fd331b2ee,186,B58-02,Hohlichtgletscher,hohlicht
2370,7fba6d70-4ec8-11e8-9275-985fd331b2ee,187,B58-04,Schaligletscher,schali
2371,7fa64930-4ec8-11e8-b42c-985fd331b2ee,197,B60-12,Diablons Gletscher,diablos
2372,7f2188cf-4ec8-11e8-929d-985fd331b2ee,NULL,B16-12,Glacier de Pierrendar E,
2373,7fb7120f-4ec8-11e8-be72-985fd331b2ee,180,B56-30,Oberer Theodulgletscher,theodul
2374,7fb00d30-4ec8-11e8-aa2a-985fd331b2ee,181,B56-31,Furgggletscher,furgg
2375,7f9a3b40-4ec8-11e8-9c5e-985fd331b2ee,15,B57-05,Zmuttgletscher,zmutt
2376,7f540a80-4ec8-11e8-af71-985fd331b2ee,NULL,B23-03,Glacier du Wildhorn,
2377,7f59fdf0-4ec8-11e8-8f1d-985fd331b2ee,NULL,B23-07,Glacier du Wildhorn NE,
2378,7f9d4880-4ec8-11e8-a523-985fd331b2ee,124,B57-10,Hohwänggletscher,hohwaeng
2379,7f6d37cf-4ec8-11e8-af8b-985fd331b2ee,NULL,B23-09,Glacier de la Plaine Morte W,
2380,7fa7338f-4ec8-11e8-ac48-985fd331b2ee,125,B57-14,Gabelhorngletscher,gabelhorn
2381,80088d6e-4ec8-11e8-a3e8-985fd331b2ee,NULL,B30-23,Breithorn,
2382,8007ca21-4ec8-11e8-b7c4-985fd331b2ee,NULL,B30-24,Kleines Breithorn,
2383,823be830-4ec8-11e8-b3d9-985fd331b2ee,NULL,B30-25,Tschingelhorn,
2384,801c638f-4ec8-11e8-a9a8-985fd331b2ee,NULL,B31-03,Jegigletscher E,
2385,803346f0-4ec8-11e8-b09f-985fd331b2ee,NULL,B31-07,Distlighorn N,
2386,802dc8b0-4ec8-11e8-8dbe-985fd331b2ee,NULL,B31-08,Schinhorn W,
2387,8026278f-4ec8-11e8-9b78-985fd331b2ee,NULL,B31-09,Tiertossen,
2388,801f97de-4ec8-11e8-9fa3-985fd331b2ee,NULL,B31-10,Beichpass N,
2389,7fbb09b0-4ec8-11e8-a935-985fd331b2ee,107,B58-08,Bisgletscher,bis
2390,8010cacf-4ec8-11e8-a946-985fd331b2ee,NULL,B31-14,Jegigletscher SW,
2391,800d2151-4ec8-11e8-9f5d-985fd331b2ee,NULL,B31-15,Breithorn SE,
2392,801389ee-4ec8-11e8-a683-985fd331b2ee,NULL,B31-16,Jegigletscher W ,
2393,80325c91-4ec8-11e8-9ff8-985fd331b2ee,NULL,B31-20,Anuchnubel,
2394,7fc67b61-4ec8-11e8-ba63-985fd331b2ee,365,B58-15,Undere Stelligletscher,ustelli
2395,80367b40-4ec8-11e8-aa74-985fd331b2ee,NULL,B31-21,Distlighorn NE,
2396,802d5380-4ec8-11e8-a99f-985fd331b2ee,NULL,B31-22,Schinhorn SW,
2397,8015acd1-4ec8-11e8-906e-985fd331b2ee,NULL,B31-25,Breithorn,
2398,8012edb0-4ec8-11e8-a927-985fd331b2ee,NULL,B31-26,Breithorn W,
2399,7ffb1ff0-4ec8-11e8-8858-985fd331b2ee,NULL,B32-04,Innre Stampbachgletscher,
2400,80053211-4ec8-11e8-bcf4-985fd331b2ee,NULL,B32-11,Breitlauijoch,
2401,80009e30-4ec8-11e8-b73d-985fd331b2ee,NULL,B32-12,Oigstchummungletscher S,
2402,7fe17d70-4ec8-11e8-b798-985fd331b2ee,NULL,B32-17,Schwarzhorn  (Lötschental),
2403,7fde7030-4ec8-11e8-a09d-985fd331b2ee,NULL,B33-02,Joligletscher,
2404,7fb4a10f-4ec8-11e8-8ed2-985fd331b2ee,19,B60-09,Turtmanngletscher,turtmann
2405,7fe2b5f0-4ec8-11e8-baee-985fd331b2ee,NULL,B33-03,Bietschgletscher W,
2406,7ff92421-4ec8-11e8-b5f8-985fd331b2ee,NULL,B33-05,Bietschhorn E,
2407,7fbf014f-4ec8-11e8-83a2-985fd331b2ee,20,B60-20,Brunegggletscher,brunegg
2408,7fb38f9e-4ec8-11e8-a33d-985fd331b2ee,200,B62-07,Glacier du Weisshorn,weisshorn
2409,7ff0bfb0-4ec8-11e8-9326-985fd331b2ee,NULL,B33-08,Bietschhorn W,
2410,7faa8ef0-4ec8-11e8-946d-985fd331b2ee,23,B62-10,Glacier de Moming,moming
2411,822e0580-4ec8-11e8-8346-985fd331b2ee,NULL,B33-11,Nestgletscher S,
2412,800001ee-4ec8-11e8-a128-985fd331b2ee,NULL,B34-01,Stockhorn,
2413,801e8670-4ec8-11e8-9ca9-985fd331b2ee,175,B53-14,Chessjengletscher NW,chessjen
2414,7f732b40-4ec8-11e8-ac50-985fd331b2ee,381,B73-07,Glacier de Bertol,bertol
2415,7f65e4cf-4ec8-11e8-9fd1-985fd331b2ee,208,B73-24,Glacier Supérieur des Aiguilles Rouges,aiguillesrouges
2416,7f9cd34f-4ec8-11e8-b0d8-985fd331b2ee,22,B63-05,Glacier de Zinal,zinal
2417,7ffdb800-4ec8-11e8-ad75-985fd331b2ee,NULL,B34-04,Tieregghorn,
2418,7ffc3161-4ec8-11e8-b34f-985fd331b2ee,NULL,B34-05,Tiereggsattel,
2419,8017a8a1-4ec8-11e8-bbc0-985fd331b2ee,NULL,B34-07,Gredetschjoch,
2420,801b7930-4ec8-11e8-8da6-985fd331b2ee,NULL,B35-01,Gredetschgletscher,
2421,8024a0ee-4ec8-11e8-bc50-985fd331b2ee,NULL,B35-02,Gredetschgletscher E,
2422,7f8fdb00-4ec8-11e8-8487-985fd331b2ee,24,B64-02,Glacier de Moiry,moiry
2423,802cb740-4ec8-11e8-91fa-985fd331b2ee,NULL,B35-03,Gänderhorn,
2424,802f4f51-4ec8-11e8-8166-985fd331b2ee,NULL,B35-05,Unnerbächgletscher,
2425,80345861-4ec8-11e8-acfe-985fd331b2ee,NULL,B35-06,Unnerbächgletscher N,
2426,803ae811-4ec8-11e8-9715-985fd331b2ee,NULL,B35-07,Unnerbächgletscher E,
2427,80211e80-4ec8-11e8-93c9-985fd331b2ee,NULL,B35-09,Nesthorn S,
2428,8028e6b0-4ec8-11e8-9a5f-985fd331b2ee,NULL,B35-10,Unnerbächhorn,
2429,803765a1-4ec8-11e8-b88d-985fd331b2ee,NULL,B35-15,Unnerbächgletscher NE,
2430,803df54f-4ec8-11e8-a346-985fd331b2ee,NULL,B36-02,Kortälli,
2431,802b309e-4ec8-11e8-b72b-985fd331b2ee,NULL,B36-04,Nesthorn N,
2432,7f8071b0-4ec8-11e8-8a31-985fd331b2ee,25,B72-11,Glacier de Ferpècle,ferpecle
2433,801dea30-4ec8-11e8-9ca9-985fd331b2ee,NULL,B36-05,Beichspitza,
2434,80238f80-4ec8-11e8-aa10-985fd331b2ee,NULL,B36-07,Beichgrat W,
2435,7f7acc61-4ec8-11e8-8917-985fd331b2ee,26,B72-15,Glacier du Mont Miné,montmine
2436,8028235e-4ec8-11e8-beb0-985fd331b2ee,NULL,B36-08,Beichgrat E,
2437,803542c0-4ec8-11e8-a9fd-985fd331b2ee,NULL,B36-09,Südliches Wysshorn,
2438,80398880-4ec8-11e8-acdc-985fd331b2ee,NULL,B36-11,Distelgletscher,
2439,80385000-4ec8-11e8-aad8-985fd331b2ee,NULL,B36-12,Nördliches Wysshorn,
2440,8041028f-4ec8-11e8-81de-985fd331b2ee,NULL,B36-13,Kleines Aletschhorn,
2441,8054d8ae-4ec8-11e8-b9c5-985fd331b2ee,NULL,B36-18,Zenbächengletscher,
2442,806182e1-4ec8-11e8-ad1e-985fd331b2ee,NULL,B36-19,Vorderes Zenbächenhorn,
2443,805eeacf-4ec8-11e8-b0aa-985fd331b2ee,NULL,B36-20,Zenbächenhorn E,
2444,8063a5c0-4ec8-11e8-870b-985fd331b2ee,NULL,B36-22,Olmenhorn,
2445,805ffc40-4ec8-11e8-90fb-985fd331b2ee,NULL,B36-23,Kleines Dreieckhorn S,
2446,80604a5e-4ec8-11e8-9288-985fd331b2ee,NULL,B36-24,Kleines Dreieckhorn E,
2447,7f72b60f-4ec8-11e8-ad81-985fd331b2ee,205,B73-12,Haut Glacier d'Arolla,arollahaut
2448,7f6dad00-4ec8-11e8-bc45-985fd331b2ee,27,B73-14,Bas Glacier d'Arolla,arolla
2449,7f6c2661-4ec8-11e8-b71c-985fd331b2ee,128,B73-15,Glacier de Pièce,piece
2450,7f68f20f-4ec8-11e8-be8f-985fd331b2ee,28,B73-16,Glacier de Tsijiore Nouve,tsidjiore
2451,805f8711-4ec8-11e8-a0a5-985fd331b2ee,NULL,B36-25,Kleines Dreieckhorn N,
2452,8055c30f-4ec8-11e8-b807-985fd331b2ee,NULL,B36-28,Kranzbergfirn,
2453,80730f11-4ec8-11e8-ad82-985fd331b2ee,NULL,B36-32,Wannenhorngletscher NW,
2454,80769180-4ec8-11e8-b57c-985fd331b2ee,NULL,B36-33,Wannenhorngletscher SE,
2455,80242bc0-4ec8-11e8-b009-985fd331b2ee,NULL,B36-35,Nesthorn,
2456,8025b25e-4ec8-11e8-abc2-985fd331b2ee,NULL,B36-37,Beichgrat NW,
